Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
2023-03-05,2023-03-05,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-03,2023-03-03,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,168.3
2023-03-05,2023-03-05,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,299.0
2023-03-03,2023-03-03,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-03,2023-03-03,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-04,2023-03-04,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-03-04,2023-03-04,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-05,2023-03-05,Boat App,Scenic Vancouver Twilight Tour,Vancouver,Canada,Revenue,Tour Income,559.3
2023-03-04,2023-03-04,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-06,2023-03-06,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-03-04,2023-03-04,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,87.2
2023-03-06,2023-03-06,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,201.60000000000002
2023-03-04,2023-03-04,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-03-06,2023-03-06,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
2023-03-04,2023-03-04,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-03,2023-03-03,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,476.8
2023-03-02,2023-03-02,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-03-04,2023-03-04,Boat App,Best of Miami from Fort Lauderdale,Fort Lauderdale,USA,Revenue,Tour Income,254.4
2023-03-03,2023-03-03,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
2023-03-03,2023-03-03,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
2023-03-04,2023-03-04,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-04,2023-03-04,Boat App,Austin Red River Street Food Walking Tour,Austin,USA,Revenue,Tour Income,87.2
2023-03-04,2023-03-04,Boat App,San Antonio Best of Riverwalk Food Walking Tour,San Antonio,USA,Revenue,Tour Income,212.8
2023-03-01,2023-03-01,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
2023-03-02,2023-03-02,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-02,2023-03-02,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,239.2
2023-03-03,2023-03-03,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-03,2023-03-03,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-03,2023-03-03,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-04,2023-03-04,Boat App,San Antonio Best of Riverwalk Food Walking Tour,San Antonio,USA,Revenue,Tour Income,258.0
2023-03-03,2023-03-03,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,458.0
2023-03-01,2023-03-01,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-04,2023-03-04,Boat App,Best of Montreal Exclusive Private Tour,Montreal,Canada,Revenue,Tour Income,636.0
2023-03-04,2023-03-04,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,149.0
2023-03-01,2023-03-01,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-04,2023-03-04,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,110.4
2023-03-02,2023-03-02,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-03-02,2023-03-02,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-01,2023-03-01,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
2023-03-04,2023-03-04,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,238.4
2023-03-04,2023-03-04,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,149.0
2023-03-05,2023-03-05,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,119.2
2023-03-04,2023-03-04,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-04,2023-03-04,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-03-05,2023-03-05,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-03-05,2023-03-05,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-03-01,2023-03-01,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,476.8
2023-03-05,2023-03-05,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-03-02,2023-03-02,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-03-03,2023-03-03,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-03-03,2023-03-03,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-31,2023-03-31,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-24,2023-03-24,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
2023-03-31,2023-03-31,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-03-29,2023-03-29,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
2023-03-31,2023-03-31,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-30,2023-03-30,Boat App,Vancouver Granville Island Food Walking Tour,Vancouver,Canada,Revenue,Tour Income,279.65
2023-03-31,2023-03-31,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-03-30,2023-03-30,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-03-31,2023-03-31,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,238.4
2023-03-01,2023-03-01,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-01,2023-03-01,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-03-18,2023-03-18,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,159.2
2023-03-01,2023-03-01,Boat App,Boston City Tour,Boston,USA,Revenue,Tour Income,188.8
2023-03-30,2023-03-30,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,476.8
2023-03-29,2023-03-29,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,476.8
2023-03-03,2023-03-03,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-04,2023-03-04,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-02,2023-03-02,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,398.0
2023-03-31,2023-03-31,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-03-31,2023-03-31,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,174.4
2023-03-03,2023-03-03,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,732.0
2023-03-05,2023-03-05,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-05,2023-03-05,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-29,2023-03-29,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,183.2
2023-03-28,2023-03-28,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-27,2023-03-27,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,212.8
2023-03-03,2023-03-03,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-03-23,2023-03-23,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,165.60000000000002
2023-03-23,2023-03-23,Boat App,Best of Miami Day + Night Tour,Miami,USA,Revenue,Tour Income,334.4
2023-03-13,2023-03-13,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-04,2023-03-04,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-31,2023-03-31,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-03-04,2023-03-04,Boat App,Boston City Tour,Boston,USA,Revenue,Tour Income,141.60000000000002
2023-03-31,2023-03-31,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,55.2
2023-03-31,2023-03-31,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,283.2
2023-03-05,2023-03-05,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,309.6
2023-03-30,2023-03-30,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
2023-03-31,2023-03-31,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,381.6
2023-03-31,2023-03-31,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-30,2023-03-30,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,284.8
2023-03-30,2023-03-30,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,87.2
2023-03-05,2023-03-05,Boat App,Boston City Tour,Boston,USA,Revenue,Tour Income,47.2
2023-03-04,2023-03-04,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-04,2023-03-04,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,87.2
2023-03-30,2023-03-30,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,183.2
2023-03-31,2023-03-31,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-30,2023-03-30,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-03-31,2023-03-31,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
2023-03-30,2023-03-30,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-03-30,2023-03-30,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-03-31,2023-03-31,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-03-25,2023-03-25,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,87.2
2023-03-31,2023-03-31,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,549.0
2023-03-31,2023-03-31,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-31,2023-03-31,Boat App,Best of Miami Tour,Miami,USA,Revenue,Tour Income,412.8
2023-03-31,2023-03-31,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-03-31,2023-03-31,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,55.2
2023-03-31,2023-03-31,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,477.0
2023-03-31,2023-03-31,Boat App,Best of Miami Tour,Miami,USA,Revenue,Tour Income,206.4
2023-03-23,2023-03-23,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,168.0
2023-03-18,2023-03-18,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,284.8
2023-03-15,2023-03-15,Boat App,Boston City Tour,Boston,USA,Revenue,Tour Income,94.4
2023-03-12,2023-03-12,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-30,2023-03-30,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,229.0
2023-03-30,2023-03-30,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-27,2023-03-27,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
2023-03-26,2023-03-26,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-03-29,2023-03-29,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,476.8
2023-03-29,2023-03-29,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,477.59999999999997
2023-03-29,2023-03-29,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,398.0
2023-03-26,2023-03-26,Boat App,Austin City Tour with State Capitol,Austin,USA,Revenue,Tour Income,110.4
2023-03-29,2023-03-29,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,268.8
2023-03-25,2023-03-25,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-29,2023-03-29,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-30,2023-03-30,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-03-27,2023-03-27,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-27,2023-03-27,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,549.5999999999999
2023-03-27,2023-03-27,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,302.4
2023-03-25,2023-03-25,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
2023-03-29,2023-03-29,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,477.59999999999997
2023-03-30,2023-03-30,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,284.8
2023-03-25,2023-03-25,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,220.8
2023-03-24,2023-03-24,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,238.4
2023-03-18,2023-03-18,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,165.60000000000002
2023-03-09,2023-03-09,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-03-29,2023-03-29,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-03-29,2023-03-29,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,436.8
2023-03-28,2023-03-28,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-28,2023-03-28,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-29,2023-03-29,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-29,2023-03-29,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,220.8
2023-03-29,2023-03-29,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-03-26,2023-03-26,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-03-29,2023-03-29,Boat App,Sweet Savannah Evening Dessert Walking Tour,Savannah,USA,Revenue,Tour Income,286.4
2023-03-29,2023-03-29,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,159.2
2023-03-29,2023-03-29,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,238.4
2023-03-29,2023-03-29,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-03-29,2023-03-29,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-27,2023-03-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-03-27,2023-03-27,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-03-27,2023-03-27,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
2023-03-29,2023-03-29,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
2023-03-29,2023-03-29,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
2023-03-29,2023-03-29,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,178.0
2023-03-26,2023-03-26,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,213.60000000000002
2023-03-26,2023-03-26,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-03-25,2023-03-25,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,55.2
2023-03-06,2023-03-06,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,67.2
2023-03-22,2023-03-22,Boat App,Best of Little Havana Food & Walking Tour,Miami,USA,Revenue,Tour Income,79.2
2023-03-23,2023-03-23,Boat App,Austin Red River Street Food Walking Tour,Austin,USA,Revenue,Tour Income,261.6
2023-03-16,2023-03-16,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,238.4
2023-03-11,2023-03-11,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-04,2023-03-04,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,84.15
2023-03-27,2023-03-27,Boat App,Boston City Tour,Boston,USA,Revenue,Tour Income,47.2
2023-03-28,2023-03-28,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-27,2023-03-27,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,493.59999999999997
2023-03-27,2023-03-27,Boat App,Boston City Tour,Boston,USA,Revenue,Tour Income,94.4
2023-03-25,2023-03-25,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-03-26,2023-03-26,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-23,2023-03-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-27,2023-03-27,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-25,2023-03-25,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-28,2023-03-28,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,71.2
2023-03-27,2023-03-27,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-03-28,2023-03-28,Boat App,Scenic Miami Night Tour,Miami,USA,Revenue,Tour Income,126.4
2023-03-28,2023-03-28,Boat App,Scenic Savannah Night Tour with Riverboat Dinner Cruise,Savannah,USA,Revenue,Tour Income,382.4
2023-03-28,2023-03-28,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-25,2023-03-25,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-27,2023-03-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-27,2023-03-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-03-28,2023-03-28,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-03-27,2023-03-27,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-03-27,2023-03-27,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1244.8
2023-03-27,2023-03-27,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,183.2
2023-03-27,2023-03-27,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-28,2023-03-28,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-03-28,2023-03-28,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-03-27,2023-03-27,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,732.8
2023-03-27,2023-03-27,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-03-28,2023-03-28,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,261.6
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-27,2023-03-27,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-28,2023-03-28,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-28,2023-03-28,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-03-04,2023-03-04,Boat App,Best of Miami with Cruise Port Pick-up and Airport Drop-off,Miami,USA,Revenue,Tour Income,429.0
2023-03-27,2023-03-27,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-27,2023-03-27,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-03-27,2023-03-27,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,333.6
2023-03-25,2023-03-25,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,178.0
2023-03-26,2023-03-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-26,2023-03-26,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,67.2
2023-03-24,2023-03-24,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,238.4
2023-03-26,2023-03-26,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-27,2023-03-27,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-03-26,2023-03-26,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,716.0
2023-03-27,2023-03-27,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-03-27,2023-03-27,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-27,2023-03-27,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,71.2
2023-03-27,2023-03-27,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-03-27,2023-03-27,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,213.60000000000002
2023-03-26,2023-03-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-03-26,2023-03-26,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,201.60000000000002
2023-03-03,2023-03-03,Boat App,Miami City Tour,Miami,USA,Revenue,Tour Income,220.8
2023-03-23,2023-03-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-03-25,2023-03-25,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-03-26,2023-03-26,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-03-26,2023-03-26,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
2023-03-25,2023-03-25,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-03-26,2023-03-26,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,336.0
2023-03-25,2023-03-25,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,716.0
2023-03-25,2023-03-25,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-03-01,2023-03-01,Master Sheet,WD4PG2EE6J3365394-Brown Beauty,Boston,USA,Operating Expenses,Leasing Cost,-866.3
